{'loss': 0.6482, 'grad_norm': 3.9647905826568604, 'learning_rate': 4.985449578334719e-06, 'rewards/chosen': 0.013955354690551758, 'rewards/rejected': -0.08309493213891983, 'rewards/accuracies': 0.7400000095367432, 'rewards/margins': 0.09705028682947159, 'logps/chosen': -12.460247993469238, 'logps/rejected': -13.747300148010254, 'logits/chosen': -99.69064331054688, 'logits/rejected': -99.4447250366211, 'epoch': 0.0}
{'loss': 0.3799, 'grad_norm': 0.061884671449661255, 'learning_rate': 4.020370590331394e-06, 'rewards/chosen': 0.09262607246637344, 'rewards/rejected': -4.824518203735352, 'rewards/accuracies': 0.9150000214576721, 'rewards/margins': 4.917144298553467, 'logps/chosen': -11.682456970214844, 'logps/rejected': -61.144264221191406, 'logits/chosen': -37.4924201965332, 'logits/rejected': -50.75935363769531, 'epoch': 0.2}
{'loss': 0.4043, 'grad_norm': 0.07982347905635834, 'learning_rate': 4.005523221285189e-06, 'rewards/chosen': -0.0021069336216896772, 'rewards/rejected': -4.926352024078369, 'rewards/accuracies': 0.8999999761581421, 'rewards/margins': 4.9242448806762695, 'logps/chosen': -12.491769790649414, 'logps/rejected': -62.00106430053711, 'logits/chosen': -31.978559494018555, 'logits/rejected': -45.278724670410156, 'epoch': 0.2}
{'loss': 0.365, 'grad_norm': 10.332837104797363, 'learning_rate': 3.990675852238983e-06, 'rewards/chosen': -0.04510859027504921, 'rewards/rejected': -4.594946384429932, 'rewards/accuracies': 0.9100000262260437, 'rewards/margins': 4.549838066101074, 'logps/chosen': -13.001812934875488, 'logps/rejected': -58.76689147949219, 'logits/chosen': -35.669891357421875, 'logits/rejected': -45.4488639831543, 'epoch': 0.2}
{'loss': 0.4145, 'grad_norm': 0.3336995840072632, 'learning_rate': 3.975828483192778e-06, 'rewards/chosen': -0.09838083386421204, 'rewards/rejected': -4.783989906311035, 'rewards/accuracies': 0.9049999713897705, 'rewards/margins': 4.685609340667725, 'logps/chosen': -13.500658988952637, 'logps/rejected': -60.68948745727539, 'logits/chosen': -34.987884521484375, 'logits/rejected': -42.50663757324219, 'epoch': 0.2}
{'loss': 0.385, 'grad_norm': 3.2214865684509277, 'learning_rate': 3.960981114146574e-06, 'rewards/chosen': -0.09140253812074661, 'rewards/rejected': -4.701478958129883, 'rewards/accuracies': 0.8899999856948853, 'rewards/margins': 4.610077381134033, 'logps/chosen': -13.543000221252441, 'logps/rejected': -59.89404296875, 'logits/chosen': -35.364898681640625, 'logits/rejected': -41.03177261352539, 'epoch': 0.21}
{'loss': 0.3611, 'grad_norm': 26.617507934570312, 'learning_rate': 3.9461337451003684e-06, 'rewards/chosen': 0.049918271601200104, 'rewards/rejected': -4.672349452972412, 'rewards/accuracies': 0.9150000214576721, 'rewards/margins': 4.7222676277160645, 'logps/chosen': -12.101017951965332, 'logps/rejected': -59.6435546875, 'logits/chosen': -46.911277770996094, 'logits/rejected': -53.188201904296875, 'epoch': 0.21}
{'loss': 0.499, 'grad_norm': 0.5508427619934082, 'learning_rate': 3.931286376054164e-06, 'rewards/chosen': 0.04161117970943451, 'rewards/rejected': -4.097564697265625, 'rewards/accuracies': 0.8799999952316284, 'rewards/margins': 4.139175891876221, 'logps/chosen': -12.158421516418457, 'logps/rejected': -53.78517150878906, 'logits/chosen': -51.089866638183594, 'logits/rejected': -60.75235366821289, 'epoch': 0.21}
{'loss': 0.2877, 'grad_norm': 0.06892479956150055, 'learning_rate': 3.916439007007958e-06, 'rewards/chosen': 0.03633517399430275, 'rewards/rejected': -5.249922275543213, 'rewards/accuracies': 0.9300000071525574, 'rewards/margins': 5.286258697509766, 'logps/chosen': -12.295845031738281, 'logps/rejected': -65.3710708618164, 'logits/chosen': -33.002403259277344, 'logits/rejected': -43.86894607543945, 'epoch': 0.22}
{'loss': 0.5106, 'grad_norm': 0.5858268141746521, 'learning_rate': 3.9015916379617535e-06, 'rewards/chosen': -0.6077052354812622, 'rewards/rejected': -5.018985271453857, 'rewards/accuracies': 0.875, 'rewards/margins': 4.411279678344727, 'logps/chosen': -18.75922393798828, 'logps/rejected': -63.17609405517578, 'logits/chosen': -36.31742858886719, 'logits/rejected': -41.449501037597656, 'epoch': 0.22}
{'loss': 0.4263, 'grad_norm': 11.446195602416992, 'learning_rate': 3.886744268915548e-06, 'rewards/chosen': -0.6867587566375732, 'rewards/rejected': -4.938886642456055, 'rewards/accuracies': 0.8899999856948853, 'rewards/margins': 4.2521281242370605, 'logps/chosen': -19.396703720092773, 'logps/rejected': -62.23808670043945, 'logits/chosen': -43.918251037597656, 'logits/rejected': -47.7409782409668, 'epoch': 0.22}
{'loss': 0.358, 'grad_norm': 0.25043922662734985, 'learning_rate': 3.871896899869344e-06, 'rewards/chosen': -0.7056024074554443, 'rewards/rejected': -5.18309211730957, 'rewards/accuracies': 0.8999999761581421, 'rewards/margins': 4.477489471435547, 'logps/chosen': -19.82741355895996, 'logps/rejected': -64.86206817626953, 'logits/chosen': -37.9284782409668, 'logits/rejected': -43.0380973815918, 'epoch': 0.23}
{'loss': 0.2603, 'grad_norm': 15.093795776367188, 'learning_rate': 3.8570495308231385e-06, 'rewards/chosen': -0.1845666915178299, 'rewards/rejected': -5.560423374176025, 'rewards/accuracies': 0.9350000023841858, 'rewards/margins': 5.375856876373291, 'logps/chosen': -14.360235214233398, 'logps/rejected': -68.41226196289062, 'logits/chosen': -40.3582649230957, 'logits/rejected': -49.21285629272461, 'epoch': 0.23}
{'loss': 0.4088, 'grad_norm': 0.9412074685096741, 'learning_rate': 3.842202161776933e-06, 'rewards/chosen': -0.263517290353775, 'rewards/rejected': -4.902897834777832, 'rewards/accuracies': 0.8899999856948853, 'rewards/margins': 4.63938045501709, 'logps/chosen': -15.175633430480957, 'logps/rejected': -61.855079650878906, 'logits/chosen': -49.71193313598633, 'logits/rejected': -57.4992561340332, 'epoch': 0.23}
{'loss': 0.4123, 'grad_norm': 0.18244826793670654, 'learning_rate': 3.827354792730729e-06, 'rewards/chosen': -0.20544148981571198, 'rewards/rejected': -4.848307132720947, 'rewards/accuracies': 0.8999999761581421, 'rewards/margins': 4.642865180969238, 'logps/chosen': -14.838325500488281, 'logps/rejected': -61.527732849121094, 'logits/chosen': -44.90650939941406, 'logits/rejected': -52.023765563964844, 'epoch': 0.23}
{'loss': 0.3491, 'grad_norm': 0.8057843446731567, 'learning_rate': 3.812507423684523e-06, 'rewards/chosen': -0.05603928864002228, 'rewards/rejected': -5.0111165046691895, 'rewards/accuracies': 0.9150000214576721, 'rewards/margins': 4.955077648162842, 'logps/chosen': -13.094468116760254, 'logps/rejected': -62.91449737548828, 'logits/chosen': -40.87046813964844, 'logits/rejected': -47.923004150390625, 'epoch': 0.24}
{'loss': 0.2921, 'grad_norm': 17.155078887939453, 'learning_rate': 3.7976600546383188e-06, 'rewards/chosen': 0.12635305523872375, 'rewards/rejected': -5.430707931518555, 'rewards/accuracies': 0.9300000071525574, 'rewards/margins': 5.557061672210693, 'logps/chosen': -11.226205825805664, 'logps/rejected': -67.1560287475586, 'logits/chosen': -42.937992095947266, 'logits/rejected': -50.41142654418945, 'epoch': 0.24}
{'loss': 0.2706, 'grad_norm': 0.07354101538658142, 'learning_rate': 3.782812685592113e-06, 'rewards/chosen': 0.08744677901268005, 'rewards/rejected': -5.403112411499023, 'rewards/accuracies': 0.9200000166893005, 'rewards/margins': 5.490559101104736, 'logps/chosen': -11.883584976196289, 'logps/rejected': -67.05127716064453, 'logits/chosen': -44.641868591308594, 'logits/rejected': -53.77280807495117, 'epoch': 0.24}
{'loss': 0.382, 'grad_norm': 0.3869127631187439, 'learning_rate': 3.7679653165459086e-06, 'rewards/chosen': -0.11310570687055588, 'rewards/rejected': -5.316425323486328, 'rewards/accuracies': 0.9049999713897705, 'rewards/margins': 5.203319072723389, 'logps/chosen': -13.803938865661621, 'logps/rejected': -66.1641845703125, 'logits/chosen': -44.812957763671875, 'logits/rejected': -53.009300231933594, 'epoch': 0.25}
{'loss': 0.4768, 'grad_norm': 0.15000313520431519, 'learning_rate': 3.753117947499703e-06, 'rewards/chosen': -0.4322015643119812, 'rewards/rejected': -4.7294392585754395, 'rewards/accuracies': 0.8799999952316284, 'rewards/margins': 4.297237396240234, 'logps/chosen': -17.001476287841797, 'logps/rejected': -60.21614074707031, 'logits/chosen': -40.500511169433594, 'logits/rejected': -47.790252685546875, 'epoch': 0.25}
{'loss': 0.4491, 'grad_norm': 0.5856075286865234, 'learning_rate': 3.7382705784534985e-06, 'rewards/chosen': -0.4726716876029968, 'rewards/rejected': -4.640897750854492, 'rewards/accuracies': 0.875, 'rewards/margins': 4.16822624206543, 'logps/chosen': -17.443758010864258, 'logps/rejected': -59.437950134277344, 'logits/chosen': -46.48106002807617, 'logits/rejected': -51.5087776184082, 'epoch': 0.25}
{'loss': 0.3053, 'grad_norm': 0.19804562628269196, 'learning_rate': 3.7234232094072933e-06, 'rewards/chosen': -0.026405002921819687, 'rewards/rejected': -5.213901519775391, 'rewards/accuracies': 0.925000011920929, 'rewards/margins': 5.187496185302734, 'logps/chosen': -12.740605354309082, 'logps/rejected': -64.9720230102539, 'logits/chosen': -43.858245849609375, 'logits/rejected': -49.750465393066406, 'epoch': 0.26}
{'loss': 0.3576, 'grad_norm': 0.4220508337020874, 'learning_rate': 3.7085758403610884e-06, 'rewards/chosen': -0.04726941138505936, 'rewards/rejected': -4.721792221069336, 'rewards/accuracies': 0.8849999904632568, 'rewards/margins': 4.674522399902344, 'logps/chosen': -12.956756591796875, 'logps/rejected': -59.9731559753418, 'logits/chosen': -46.89455032348633, 'logits/rejected': -55.906402587890625, 'epoch': 0.26}
{'loss': 0.3895, 'grad_norm': 0.8516426682472229, 'learning_rate': 3.6937284713148836e-06, 'rewards/chosen': -0.08289715647697449, 'rewards/rejected': -4.8980231285095215, 'rewards/accuracies': 0.9150000214576721, 'rewards/margins': 4.815125465393066, 'logps/chosen': -13.452134132385254, 'logps/rejected': -61.89303207397461, 'logits/chosen': -41.71287536621094, 'logits/rejected': -48.7161979675293, 'epoch': 0.26}
{'loss': 0.3277, 'grad_norm': 0.35513338446617126, 'learning_rate': 3.6788811022686783e-06, 'rewards/chosen': 0.06957850605249405, 'rewards/rejected': -5.204268932342529, 'rewards/accuracies': 0.9150000214576721, 'rewards/margins': 5.2738471031188965, 'logps/chosen': -11.809231758117676, 'logps/rejected': -64.8589859008789, 'logits/chosen': -37.343772888183594, 'logits/rejected': -45.351383209228516, 'epoch': 0.26}
{'loss': 0.288, 'grad_norm': 0.072179414331913, 'learning_rate': 3.6640337332224735e-06, 'rewards/chosen': -0.03296509385108948, 'rewards/rejected': -5.395376205444336, 'rewards/accuracies': 0.9200000166893005, 'rewards/margins': 5.362411022186279, 'logps/chosen': -13.06689167022705, 'logps/rejected': -67.02730560302734, 'logits/chosen': -32.57184600830078, 'logits/rejected': -39.09642028808594, 'epoch': 0.27}
{'loss': 0.3893, 'grad_norm': 0.07741300016641617, 'learning_rate': 3.6491863641762682e-06, 'rewards/chosen': -0.12797006964683533, 'rewards/rejected': -5.375420570373535, 'rewards/accuracies': 0.8949999809265137, 'rewards/margins': 5.247450351715088, 'logps/chosen': -13.885066032409668, 'logps/rejected': -66.63995361328125, 'logits/chosen': -33.63687515258789, 'logits/rejected': -42.074947357177734, 'epoch': 0.27}
{'loss': 0.3644, 'grad_norm': 0.15596233308315277, 'learning_rate': 3.6343389951300634e-06, 'rewards/chosen': 0.13059109449386597, 'rewards/rejected': -5.599339485168457, 'rewards/accuracies': 0.9200000166893005, 'rewards/margins': 5.729930400848389, 'logps/chosen': -11.319144248962402, 'logps/rejected': -68.90902709960938, 'logits/chosen': -30.1568546295166, 'logits/rejected': -38.444339752197266, 'epoch': 0.27}
{'loss': 0.3952, 'grad_norm': 17.716083526611328, 'learning_rate': 3.619491626083858e-06, 'rewards/chosen': -0.09251595288515091, 'rewards/rejected': -5.503443717956543, 'rewards/accuracies': 0.9150000214576721, 'rewards/margins': 5.410927772521973, 'logps/chosen': -13.444385528564453, 'logps/rejected': -67.87265014648438, 'logits/chosen': -27.123991012573242, 'logits/rejected': -33.128047943115234, 'epoch': 0.28}
{'loss': 0.3207, 'grad_norm': 14.408686637878418, 'learning_rate': 3.6046442570376533e-06, 'rewards/chosen': -0.16360460221767426, 'rewards/rejected': -5.390766143798828, 'rewards/accuracies': 0.9150000214576721, 'rewards/margins': 5.227161884307861, 'logps/chosen': -14.123674392700195, 'logps/rejected': -66.7243423461914, 'logits/chosen': -27.4611759185791, 'logits/rejected': -33.494361877441406, 'epoch': 0.28}
{'loss': 0.2637, 'grad_norm': 0.10574516654014587, 'learning_rate': 3.589796887991448e-06, 'rewards/chosen': 0.086634062230587, 'rewards/rejected': -5.3244452476501465, 'rewards/accuracies': 0.9300000071525574, 'rewards/margins': 5.4110798835754395, 'logps/chosen': -11.810230255126953, 'logps/rejected': -66.16253662109375, 'logits/chosen': -36.842350006103516, 'logits/rejected': -43.8116340637207, 'epoch': 0.28}
{'loss': 0.3016, 'grad_norm': 173.9293212890625, 'learning_rate': 3.574949518945243e-06, 'rewards/chosen': 0.10747461020946503, 'rewards/rejected': -5.250908374786377, 'rewards/accuracies': 0.925000011920929, 'rewards/margins': 5.358382701873779, 'logps/chosen': -11.525927543640137, 'logps/rejected': -65.43830871582031, 'logits/chosen': -44.657379150390625, 'logits/rejected': -52.258975982666016, 'epoch': 0.29}
{'loss': 0.39, 'grad_norm': 1.8052560091018677, 'learning_rate': 3.560102149899038e-06, 'rewards/chosen': -0.2589169442653656, 'rewards/rejected': -5.162783622741699, 'rewards/accuracies': 0.8949999809265137, 'rewards/margins': 4.903866291046143, 'logps/chosen': -15.169371604919434, 'logps/rejected': -64.46592712402344, 'logits/chosen': -36.00212478637695, 'logits/rejected': -43.59498977661133, 'epoch': 0.29}
{'loss': 0.2968, 'grad_norm': 0.2645655870437622, 'learning_rate': 3.545254780852833e-06, 'rewards/chosen': -0.08782824873924255, 'rewards/rejected': -5.345279693603516, 'rewards/accuracies': 0.925000011920929, 'rewards/margins': 5.257450580596924, 'logps/chosen': -13.582622528076172, 'logps/rejected': -66.38925170898438, 'logits/chosen': -29.229211807250977, 'logits/rejected': -38.477874755859375, 'epoch': 0.29}
{'loss': 0.1836, 'grad_norm': 0.27719858288764954, 'learning_rate': 3.530407411806628e-06, 'rewards/chosen': 0.3660707473754883, 'rewards/rejected': -5.669912338256836, 'rewards/accuracies': 0.9549999833106995, 'rewards/margins': 6.035983085632324, 'logps/chosen': -8.996747970581055, 'logps/rejected': -69.65278625488281, 'logits/chosen': -30.04241943359375, 'logits/rejected': -39.59141159057617, 'epoch': 0.29}
{'loss': 0.3024, 'grad_norm': 0.23880043625831604, 'learning_rate': 3.515560042760423e-06, 'rewards/chosen': 0.43477946519851685, 'rewards/rejected': -5.469812393188477, 'rewards/accuracies': 0.9350000023841858, 'rewards/margins': 5.904592514038086, 'logps/chosen': -8.360551834106445, 'logps/rejected': -67.69378662109375, 'logits/chosen': -32.702213287353516, 'logits/rejected': -40.82490539550781, 'epoch': 0.3}
{'loss': 0.4293, 'grad_norm': 0.6675770878791809, 'learning_rate': 3.500712673714218e-06, 'rewards/chosen': 0.2542397975921631, 'rewards/rejected': -4.929788589477539, 'rewards/accuracies': 0.9100000262260437, 'rewards/margins': 5.1840291023254395, 'logps/chosen': -9.982195854187012, 'logps/rejected': -62.21180725097656, 'logits/chosen': -33.54658508300781, 'logits/rejected': -38.6394157409668, 'epoch': 0.3}
{'loss': 0.3823, 'grad_norm': 24.67441177368164, 'learning_rate': 3.485865304668013e-06, 'rewards/chosen': 0.27773746848106384, 'rewards/rejected': -4.55341911315918, 'rewards/accuracies': 0.8999999761581421, 'rewards/margins': 4.8311567306518555, 'logps/chosen': -9.607370376586914, 'logps/rejected': -58.22380065917969, 'logits/chosen': -27.11856460571289, 'logits/rejected': -31.387554168701172, 'epoch': 0.3}
{'loss': 0.2762, 'grad_norm': 24.7595272064209, 'learning_rate': 3.4710179356218084e-06, 'rewards/chosen': 0.44457459449768066, 'rewards/rejected': -4.579858779907227, 'rewards/accuracies': 0.9200000166893005, 'rewards/margins': 5.024433135986328, 'logps/chosen': -8.192900657653809, 'logps/rejected': -58.68254089355469, 'logits/chosen': -22.4708251953125, 'logits/rejected': -27.75177764892578, 'epoch': 0.31}
{'loss': 0.3161, 'grad_norm': 121.07093811035156, 'learning_rate': 3.4561705665756027e-06, 'rewards/chosen': 0.4757784307003021, 'rewards/rejected': -4.806966781616211, 'rewards/accuracies': 0.9300000071525574, 'rewards/margins': 5.28274393081665, 'logps/chosen': -7.733906269073486, 'logps/rejected': -60.8288459777832, 'logits/chosen': -27.236948013305664, 'logits/rejected': -31.797901153564453, 'epoch': 0.31}
{'loss': 0.2489, 'grad_norm': 0.05254930630326271, 'learning_rate': 3.4413231975293983e-06, 'rewards/chosen': 0.5235306620597839, 'rewards/rejected': -5.061069488525391, 'rewards/accuracies': 0.9399999976158142, 'rewards/margins': 5.584600448608398, 'logps/chosen': -7.192409038543701, 'logps/rejected': -63.392822265625, 'logits/chosen': -29.821426391601562, 'logits/rejected': -33.85842514038086, 'epoch': 0.31}
{'loss': 0.336, 'grad_norm': 17.672086715698242, 'learning_rate': 3.4264758284831926e-06, 'rewards/chosen': 0.39172524213790894, 'rewards/rejected': -5.440736770629883, 'rewards/accuracies': 0.925000011920929, 'rewards/margins': 5.832461357116699, 'logps/chosen': -8.697112083435059, 'logps/rejected': -67.2853012084961, 'logits/chosen': -26.75713348388672, 'logits/rejected': -35.219886779785156, 'epoch': 0.31}
{'loss': 0.3624, 'grad_norm': 0.07207328826189041, 'learning_rate': 3.411628459436988e-06, 'rewards/chosen': 0.26312050223350525, 'rewards/rejected': -5.2043046951293945, 'rewards/accuracies': 0.9100000262260437, 'rewards/margins': 5.4674248695373535, 'logps/chosen': -10.180035591125488, 'logps/rejected': -65.09253692626953, 'logits/chosen': -25.422853469848633, 'logits/rejected': -34.590370178222656, 'epoch': 0.32}
{'loss': 0.241, 'grad_norm': 0.22273533046245575, 'learning_rate': 3.3967810903907834e-06, 'rewards/chosen': 0.30083996057510376, 'rewards/rejected': -5.368268013000488, 'rewards/accuracies': 0.9399999976158142, 'rewards/margins': 5.669107437133789, 'logps/chosen': -9.711080551147461, 'logps/rejected': -66.68022155761719, 'logits/chosen': -31.145671844482422, 'logits/rejected': -40.566402435302734, 'epoch': 0.32}
{'loss': 0.1799, 'grad_norm': 0.04518043249845505, 'learning_rate': 3.381933721344578e-06, 'rewards/chosen': 0.5366483926773071, 'rewards/rejected': -6.044572353363037, 'rewards/accuracies': 0.9599999785423279, 'rewards/margins': 6.581219673156738, 'logps/chosen': -7.27645206451416, 'logps/rejected': -73.41178894042969, 'logits/chosen': -28.570524215698242, 'logits/rejected': -42.773658752441406, 'epoch': 0.32}
{'loss': 0.2432, 'grad_norm': 0.0694270208477974, 'learning_rate': 3.3670863522983732e-06, 'rewards/chosen': 0.4972470998764038, 'rewards/rejected': -5.70407772064209, 'rewards/accuracies': 0.949999988079071, 'rewards/margins': 6.201324939727783, 'logps/chosen': -7.739382743835449, 'logps/rejected': -70.05770874023438, 'logits/chosen': -27.658897399902344, 'logits/rejected': -39.99565887451172, 'epoch': 0.33}
{'loss': 0.4234, 'grad_norm': 1.2868256568908691, 'learning_rate': 3.352238983252168e-06, 'rewards/chosen': 0.37044745683670044, 'rewards/rejected': -5.064774990081787, 'rewards/accuracies': 0.9100000262260437, 'rewards/margins': 5.435222148895264, 'logps/chosen': -8.791841506958008, 'logps/rejected': -63.48655700683594, 'logits/chosen': -28.63105010986328, 'logits/rejected': -34.733131408691406, 'epoch': 0.33}
{'loss': 0.3945, 'grad_norm': 0.1098334938287735, 'learning_rate': 3.337391614205963e-06, 'rewards/chosen': 0.5169569849967957, 'rewards/rejected': -4.689577102661133, 'rewards/accuracies': 0.9150000214576721, 'rewards/margins': 5.206534385681152, 'logps/chosen': -7.329853057861328, 'logps/rejected': -59.79185104370117, 'logits/chosen': -22.087419509887695, 'logits/rejected': -27.75872230529785, 'epoch': 0.33}
{'loss': 0.3116, 'grad_norm': 0.2965708374977112, 'learning_rate': 3.322544245159758e-06, 'rewards/chosen': 0.550752580165863, 'rewards/rejected': -5.003504753112793, 'rewards/accuracies': 0.9200000166893005, 'rewards/margins': 5.554257869720459, 'logps/chosen': -7.180177211761475, 'logps/rejected': -63.040931701660156, 'logits/chosen': -18.848339080810547, 'logits/rejected': -28.200397491455078, 'epoch': 0.34}
{'loss': 0.3659, 'grad_norm': 17.953889846801758, 'learning_rate': 3.307696876113553e-06, 'rewards/chosen': 0.41965213418006897, 'rewards/rejected': -5.183162212371826, 'rewards/accuracies': 0.9150000214576721, 'rewards/margins': 5.6028151512146, 'logps/chosen': -8.532732963562012, 'logps/rejected': -64.93255615234375, 'logits/chosen': -19.12454605102539, 'logits/rejected': -29.699899673461914, 'epoch': 0.34}
{'loss': 0.3485, 'grad_norm': 0.5099456310272217, 'learning_rate': 3.2928495070673478e-06, 'rewards/chosen': 0.4599890112876892, 'rewards/rejected': -4.8552045822143555, 'rewards/accuracies': 0.925000011920929, 'rewards/margins': 5.315194129943848, 'logps/chosen': -7.940424919128418, 'logps/rejected': -61.36796569824219, 'logits/chosen': -23.649141311645508, 'logits/rejected': -28.8121395111084, 'epoch': 0.34}
{'loss': 0.1968, 'grad_norm': 0.02948480285704136, 'learning_rate': 3.278002138021143e-06, 'rewards/chosen': 0.633931577205658, 'rewards/rejected': -5.288510799407959, 'rewards/accuracies': 0.949999988079071, 'rewards/margins': 5.922442436218262, 'logps/chosen': -6.193721294403076, 'logps/rejected': -65.75642395019531, 'logits/chosen': -16.396146774291992, 'logits/rejected': -26.711153030395508, 'epoch': 0.34}
{'loss': 0.3871, 'grad_norm': 0.09579875320196152, 'learning_rate': 3.2631547689749377e-06, 'rewards/chosen': 0.43672317266464233, 'rewards/rejected': -5.012965202331543, 'rewards/accuracies': 0.8999999761581421, 'rewards/margins': 5.449688911437988, 'logps/chosen': -8.183568954467773, 'logps/rejected': -62.98175811767578, 'logits/chosen': -18.707191467285156, 'logits/rejected': -27.57373809814453, 'epoch': 0.35}
{'loss': 0.386, 'grad_norm': 0.5852692127227783, 'learning_rate': 3.248307399928733e-06, 'rewards/chosen': 0.25888603925704956, 'rewards/rejected': -4.732487201690674, 'rewards/accuracies': 0.8999999761581421, 'rewards/margins': 4.991373062133789, 'logps/chosen': -9.97566032409668, 'logps/rejected': -60.092613220214844, 'logits/chosen': -24.418455123901367, 'logits/rejected': -32.2178840637207, 'epoch': 0.35}
{'loss': 0.474, 'grad_norm': 6.848457336425781, 'learning_rate': 3.233460030882528e-06, 'rewards/chosen': 0.1929815709590912, 'rewards/rejected': -4.511008262634277, 'rewards/accuracies': 0.8849999904632568, 'rewards/margins': 4.7039899826049805, 'logps/chosen': -10.793246269226074, 'logps/rejected': -58.09941864013672, 'logits/chosen': -25.55231285095215, 'logits/rejected': -31.230329513549805, 'epoch': 0.35}
{'loss': 0.23, 'grad_norm': 0.0698014572262764, 'learning_rate': 3.2186126618363227e-06, 'rewards/chosen': 0.3192604184150696, 'rewards/rejected': -4.8719162940979, 'rewards/accuracies': 0.9399999976158142, 'rewards/margins': 5.191176891326904, 'logps/chosen': -9.310442924499512, 'logps/rejected': -61.620975494384766, 'logits/chosen': -26.096689224243164, 'logits/rejected': -32.0894775390625, 'epoch': 0.36}
{'loss': 0.4128, 'grad_norm': 16.366497039794922, 'learning_rate': 3.203765292790118e-06, 'rewards/chosen': -0.006813105195760727, 'rewards/rejected': -4.837278366088867, 'rewards/accuracies': 0.8949999809265137, 'rewards/margins': 4.830465316772461, 'logps/chosen': -12.555768966674805, 'logps/rejected': -61.206573486328125, 'logits/chosen': -27.687910079956055, 'logits/rejected': -33.18144226074219, 'epoch': 0.36}
{'loss': 0.3166, 'grad_norm': 2.4309771060943604, 'learning_rate': 3.1889179237439126e-06, 'rewards/chosen': 0.13874727487564087, 'rewards/rejected': -4.856169700622559, 'rewards/accuracies': 0.9100000262260437, 'rewards/margins': 4.994916915893555, 'logps/chosen': -11.21069049835205, 'logps/rejected': -61.42550277709961, 'logits/chosen': -17.216205596923828, 'logits/rejected': -28.650096893310547, 'epoch': 0.36}
{'loss': 0.3437, 'grad_norm': 14.575557708740234, 'learning_rate': 3.174070554697708e-06, 'rewards/chosen': 0.27338483929634094, 'rewards/rejected': -5.265825271606445, 'rewards/accuracies': 0.9200000166893005, 'rewards/margins': 5.539209365844727, 'logps/chosen': -9.874263763427734, 'logps/rejected': -65.64042663574219, 'logits/chosen': -24.219322204589844, 'logits/rejected': -33.93400192260742, 'epoch': 0.37}
{'loss': 0.5069, 'grad_norm': 45.93856430053711, 'learning_rate': 3.1592231856515025e-06, 'rewards/chosen': -0.1352268010377884, 'rewards/rejected': -4.759324073791504, 'rewards/accuracies': 0.8550000190734863, 'rewards/margins': 4.624096870422363, 'logps/chosen': -13.871172904968262, 'logps/rejected': -60.420188903808594, 'logits/chosen': -23.676467895507812, 'logits/rejected': -34.42772674560547, 'epoch': 0.37}
{'loss': 0.1362, 'grad_norm': 44.78916549682617, 'learning_rate': 3.144375816605298e-06, 'rewards/chosen': 0.3934739828109741, 'rewards/rejected': -5.407453536987305, 'rewards/accuracies': 0.9549999833106995, 'rewards/margins': 5.800926685333252, 'logps/chosen': -8.494424819946289, 'logps/rejected': -66.84071350097656, 'logits/chosen': -16.806224822998047, 'logits/rejected': -31.306442260742188, 'epoch': 0.37}
{'loss': 0.2298, 'grad_norm': 0.023088857531547546, 'learning_rate': 3.1295284475590924e-06, 'rewards/chosen': 0.5168242454528809, 'rewards/rejected': -5.743826866149902, 'rewards/accuracies': 0.9350000023841858, 'rewards/margins': 6.260651111602783, 'logps/chosen': -7.508242607116699, 'logps/rejected': -70.4195327758789, 'logits/chosen': -14.9921236038208, 'logits/rejected': -34.721946716308594, 'epoch': 0.37}
{'loss': 0.3381, 'grad_norm': 0.1329536736011505, 'learning_rate': 3.114681078512888e-06, 'rewards/chosen': 0.4596734344959259, 'rewards/rejected': -5.798309803009033, 'rewards/accuracies': 0.9399999976158142, 'rewards/margins': 6.2579827308654785, 'logps/chosen': -8.213107109069824, 'logps/rejected': -71.06989288330078, 'logits/chosen': -23.91944122314453, 'logits/rejected': -41.4291877746582, 'epoch': 0.38}
{'loss': 0.2475, 'grad_norm': 15.17327880859375, 'learning_rate': 3.0998337094666827e-06, 'rewards/chosen': 0.5667117238044739, 'rewards/rejected': -5.300504207611084, 'rewards/accuracies': 0.9350000023841858, 'rewards/margins': 5.867216110229492, 'logps/chosen': -7.0789361000061035, 'logps/rejected': -66.05888366699219, 'logits/chosen': -22.185617446899414, 'logits/rejected': -34.635215759277344, 'epoch': 0.38}
{'loss': 0.2657, 'grad_norm': 49.768245697021484, 'learning_rate': 3.084986340420478e-06, 'rewards/chosen': 0.6394656896591187, 'rewards/rejected': -5.275399684906006, 'rewards/accuracies': 0.9399999976158142, 'rewards/margins': 5.914865493774414, 'logps/chosen': -6.0831618309021, 'logps/rejected': -65.52164459228516, 'logits/chosen': -18.582077026367188, 'logits/rejected': -34.73222351074219, 'epoch': 0.38}
{'loss': 0.3897, 'grad_norm': 22.662540435791016, 'learning_rate': 3.070138971374273e-06, 'rewards/chosen': 0.44025978446006775, 'rewards/rejected': -5.178762435913086, 'rewards/accuracies': 0.9150000214576721, 'rewards/margins': 5.619022369384766, 'logps/chosen': -8.410730361938477, 'logps/rejected': -64.87186431884766, 'logits/chosen': -17.954452514648438, 'logits/rejected': -33.135501861572266, 'epoch': 0.39}
